idx,words,lid,sa
1716,"['On' 'second' 'thought' ',' 'ahora' 'me' 'jodí' 'porque' 'no' 'voy' 'a'
 'dormir' 'en' 'toda' 'la' 'noche']","['lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']",negative
1717,"['@PattyB_14' 'cant' 'believe' 'they' 'got' 'back' 'together' '..' '.'
 'todavia' 'no' 'lo' 'supero']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang2']",neutral
1718,"['El' 'vlog' 'de' 'hoy' ',' 'pequeños' 'días' 'fríos' 'y' 'nublados' ':'
 'YA' 'ESTÁ' 'AQUÍ' 'EL' 'SORTEO' '!!' 'https://t.co/sPcXP6hlTX']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']",positive
1719,"['""' '@camreydicrosta' ':' '@arianaasalgado' 'dos' 'Cadenas' '""' 'hahaha'
 'this' 'made' 'my' 'day']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']",positive
1720,"['Una' 'parte' 'de' 'IM' 'BICH' ',' 'IM' 'A' 'GANGSTER' 'entre' 'el'
 'publico' 'en' 'el' 'concierto' '!' '😎😍' 'https://t.co/KI9GpzEM8Q']","['lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']",positive
1721,['El' 'break' 'siempre' 'se' 'va' 'rápido' 'cc' '.'],['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'],negative
1722,"['When' 'you' ""'re"" 'so' 'deep' 'in' 'Memorial' 'que' 'no' 'sabes' 'ni'
 'como' 'salir' '@lorraine_otero' '😂😂😂' 'https://t.co/wiWYp3IVS4']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']",positive
1723,"['Tercera' 'vez' 'que' 'me' 'preguntan' 'si' 'mi' 'sobrino' 'es' 'mi'
 'hijo' ',' 'yes' ',' 'sure']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang1' 'other' 'lang1']",positive
1724,"['Elegante' 'para' '#redcarpet' '#amigosforkids' 'evento' '@azucenacierco'
 'http://t.co/o2S0Zm7VDb']",['lang2' 'lang2' 'lang1' 'mixed' 'lang2' 'other' 'other'],positive
1725,"['todo' 'el' 'mundo' 'se' 'está' 'dejando' ',' 'hasta' 'en' 'la' 'serie'
 'wtf']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1']",neutral
1726,"['“' '@AZUCENACIERCO' ':' 'Look' 'del' 'día' 'de' 'hoy' '!' '@angieestilo'
 '@unnuevodia' 'http://t.co/gsDC4H0g”un' 'gusto' 'ser' 'tu' 'stylist'
 '#fashionfabulous']","['other' 'other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1']",positive
1727,"['@ralbso' 'de' 'aquí' 'salió' 'tu' 'beach' 'ball' '.'
 'https://t.co/bIGYzV5VKp']",['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other' 'other'],neutral
1728,"['Delante' 'del' 'muro' 'de' 'Berlín' '.' 'Outfit' 'de' 'hoy' ':' 'Gorro'
 ':' 'robado' 'de' 'un' 'vagabundo' 'Abrigo' ':' 'de' 'la' '…'
 'https://t.co/PNGR6Yk7cE']","['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'lang1' 'lang2' 'lang2'
 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'other' 'other']",negative
1729,"['Tercer' 'año' 'de' 'uni' '..' '.' '¿' 'Y' 'que' 'paso' 'con' 'el'
 'primero' 'y' 'el' 'segundo' '?']","['lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",neutral
1730,"['las' 'voy' 'a' 'extrañar' 'tanto' ',' 'love' ""youuu:')"" '@PattyB_14'
 '@luciasdurand' '@juliatoro3' '@NEWdanicsierra' 'http://t.co/lvZ1PDv2Mb']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'other'
 'other' 'other' 'other' 'other']",positive
1731,"['Creo' 'que' 'voy' 'a' 'dejar' 'de' 'jugar' 'LUCKY' 'ISLANDS' ',' 'me'
 'ha' 'dejado' 'de' 'gustar' 'desde' 'que' 'han' 'puesto' 'que' 'un'
 'hacha' 'de' 'piedra' 'quita' '5.000' 'de' 'daño' '..' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang1'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'other' 'other']",negative
1732,['Con' 'la' 'baby' 'no' 'se' 'discute'],['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'],neutral
1733,"['Dos' 'sweaters' ',' 'medias' ',' 'botas' ',' 'mahones' ',' 'scarf' 'y'
 'todavia' 'tengo' 'frio' '..' '.']","['lang2' 'lang1' 'other' 'lang2' 'other' 'lang2' 'other' 'lang2' 'other'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']",negative
1734,"['""' '@colon_andre' ':' 'Quiero' 'salir' 'hoy' ',' 'a' 'dónde' '?' '""'
 'Esa' 'es' 'la' 'pregunta' '..' '.' 'always']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1']",positive
1735,"['@farianav' '@_JoseChino_' '-strict' 'parents' 'jaja' '-super' 'chevere'
 '-te' 'llevo']",['other' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'],neutral
1736,"['esperando' 'una' 'respuesta' 'para' 'despues' 'darme' 'cuenta' 'que'
 'nunca' 'le' 'di' 'send' '..' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'other' 'other']",positive
1737,"['No' 'creo' 'en' 'karma' ',' 'but' 'i' 'do' 'believe' 'in' 'the' 'laws'
 'of' 'physics']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']",neutral
1738,"['@EddaTH1' '@NEGROPR76' 'primera' 'vez' 'para' 'mi' 'también' '.' 'Está'
 'bien' 'cool']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang1']",positive
1739,['Mi' 'apetito' 'sexual' 'siempre' 'esta' 'active' '.'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other'],neutral
1740,"['Nuestra' 'Familia' ',' 'Nuestros' 'oyentes' 'reportan' 'la' 'Sintonia'
 '..' '.' 'Thanks' 'Buenos' 'Dias' 'es' 'viernes' 'y' 'empiezo' '…'
 'http://t.co/UNcG7lxX7Z']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']",positive
1741,"['El' 'vlog' 'de' 'hoy' ':' 'ESTA' 'SUERTE' 'NO' 'ES' 'NORMAL'
 'https://t.co/BUaa12jBFH']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']",positive
1742,['Mi' 'maestro' 'de' 'precalculo' 'de' 'llevo' 'el' 'mvp' 'hoy'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'],neutral
1743,['Suck' 'qe' 'todos' 'esten' 'en' 'clases' '🙄🙄🙄'],['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'],negative
1744,"['Nada' 'mejor' 'que' 'bañarse' 'con' 'agua' 'congelada' 'después' 'de'
 'un' 'workout']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1']",positive
1745,['Nunca' 'me' 'he' 'podido' 'tirar' 'un' 'all' 'nighter' 'pa' 'estudiar'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2']",neutral
1746,"['@luzreyes_1' 'tu' 'no' 'puedes' 'contestar' 'mis' 'tweets' 'si' 'tu'
 'no' 'vas' 'a' 'janguiar']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']",neutral
1747,"['En' 'cuanto' 'se' 'suba' 'el' 'link' 'de' 'descarga' 'lo' 'publico'
 'zombers' '!!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other']",positive
1748,"['De' 'entre' 'millones' 'de' 'posibilidades' 'has' 'nacido' 'tú' ','
 'así' ',' 'a' 'lo' 'loco' '.' 'Flipas' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other']",negative
1749,"['Claro' 'flaca' ',' 'pero' 'tu' 'te' 'mereces' 'uno' 'para' 'ti' 'solita'
 '🎂' '@cynthiabague' '#happybday']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'lang1']",positive
1750,"['Crazy' 'about' 'buttons' '!' 'Love' 'it' '!' 'Compras' 'de' 'botones'
 'para' 'un' 'diseno' 'Nuevo' '.' '#lovemyjob' 'http://t.co/0JoInyz0']","['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other']",neutral
1751,"['@adabatidora' 'AJAAAA' 'tu' 'arrancaste' 'sin' 'decir' 'nada' '.' 'Ya'
 'yo' 'tenia' 'el' 'mental' 'picture' 'del' 'carro' 'chocado']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2']",positive
1752,"['A' 'comer' 'y' 'al' 'celebrar' 'nuevos' 'Logros' '😉' 'con' 'mi' 'Honey'
 '!' '@NEGROPR76']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang1' 'other' 'other']",positive
1753,"['Party' 'hasta' 'abajo' '!!' '!' 'En' 'el' 'tapón' '!!' '!!'
 'http://t.co/UovJxgZM']","['lang1' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'other']",positive
1754,['@javiidiaz06' 'eres' 'tan' 'mean' 'conmigo' '.' 'Te' 'odio' '.'],['other' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'other'],neutral
1755,"['Better' 'off' 'alone' ',' 'estoy' 'convencida' 'de' 'eso']",['lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2'],negative
1756,"['@CastroJohn008' 'Tan' 'rebelde' 'que' 'hasta' 'salí' 'en' 'la' 'serie'
 'de' 'Rebelde' 'y' 'to' ""'"" '.']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']",positive
1757,"['Muere' '1' 'y' 'millones' 'se' 'lamentan' ',' 'Mueren' 'millones' 'a'
 'diario' 'y' 'quien' 'se' 'lamenta' '?' '#realitycheck']","['lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1']",positive
1758,"['Me' 'la' 'explota' 'cuando' 'me' 'encuentro' 'a' 'una' 'nena' 'del'
 'camp' 'y' 'me' 'dicen' 'maestra' ',' 'que' 'cosa' 'más' 'cute']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang1']",positive
1759,"['Me' 'encanta' 'escuchar' 'toddlers' 'hablar' 'y' 'más' 'cuando' 'son'
 'de' 'otros' 'paises' '..' '.' 'so' 'fackin' 'cute']","['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang1']",positive
1760,"['Me' 'llama' 'rata' 'pero' 'no' 'quiso' 'salir' 'conmigo' '🐸☕️' 'Pudiste'
 'haber' 'ido' 'conmigo' 'buuut' 'noooo' '.' 'https://t.co/9IOxVVIKcP']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'other']",negative
1761,"['#allithinkabout' 'es' 'en' 'TODO' 'lo' 'que' 'estamos' 'consiguiendo'
 'juntos' '.' 'https://t.co/x5jLsd5vFP']","['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other']",positive
1762,"['Necesito' 'un' 'roadtrip' 'con' 'más' 'personas' 'de' 'mi' 'grado' 'de'
 'locura' '.']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']",negative
1763,"['ayer' 'estaba' '58' '°' 'hoy' 'a' '76' '°' '..' '.' 'laundry' 'bill'
 'sigue' 'subiendo']","['lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'other' 'other' 'other'
 'other' 'lang1' 'lang1' 'lang2' 'lang2']",positive
1764,['Tendría' 'un' 'date' 'todos' 'los' 'días' 'feliz' 'de' 'la' 'vida' '.'],"['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']",positive
1765,['Bye' 'cabrones' '😩'],['lang1' 'lang2' 'other'],negative
1766,"['@isatpc' 'soy' 'hombre' 'and' 'i' ""'ve"" 'been' 'there' '💁']",['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'],neutral
1767,"['Tres' 'voces' 'boricuas' 'en' 'la' 'semifinal' 'de' 'La' 'Voz' 'Kids'
 'http://t.co/ZD8c6zEFWt' 'http://t.co/01C4WrjMrq']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'other' 'other']",positive
1768,"['Hace' 'una' 'semana' 'estaba' 'tirada' 'en' 'una' 'playa' 'y' 'ahora'
 'estoy' 'en' 'clase' 'stressing' 'the' 'fuck' 'out' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'other']",negative
1769,"['DONDE' 'SE' 'METEN' '!!' '|' 'Juegos' 'del' 'hambre' '!' '|' 'Minecraft'
 ':' 'https://t.co/qtZ01TRq2P' 'vía' '@YouTube']","['lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang1' 'other' 'other' 'lang2' 'other']",positive
1770,"['Ese' 'party' 'de' 'syllabus' 'week' 'va' 'porque' 'VA'
 'https://t.co/6bZ50PEUpw']",['lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other'],neutral
1771,"['""' '@FemaleStruggIes' ':' 'Today' 'is' 'International' 'Women' ""'s""
 'Day' '💁' 'http://t.co/Mwl43iYMqG' '""' '@claudia_bea103' 'jajaja'
 'boobies' '!' 'para' 'tii' ':)']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other' 'other' 'lang2' 'lang1' 'other' 'lang2' 'lang2'
 'other']",positive
1772,"['Hambre' 'y' 'sueño' ',' 'just' 'fucking' 'great']",['lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1'],neutral
1773,"['Mis' 'panas' 'me' 'dijeron' 'pa' 'ir' 'a' 'la' 'playa' 'mañana' '😭' 'im'
 'so' 'happy' '🤘🏻']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'other']",positive
1774,"['@andreamaria8' 'y' 'qedo' 'on' 'point' 'el' 'baile' 'y' 'el' 'ritmito'
 'jajajaja']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']",positive
1775,"['Una' 'Corona' 'bien' 'fría' ',' 'mano' ',' 'please']",['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang1'],neutral
1776,"['eso' 'de' 'que' 'los' 'mensajes' 'se' 'vean' 'sin' 'poner' 'el'
 'password' 'no' 'ha' 'sido' 'buena' 'idea' '😶']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",positive
1777,"['@raulalexanderdp' 'bien' 'brutaaal' '!' 'Sigue' 'adelante' 'honey' 'que'
 'te' 'veo' 'siendo' 'grande' 'en' 'la' 'industria' '!']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",positive
1778,['Jajajajajajajajajjajaaajaja' 'das' 'right' 'https://t.co/RUxOQbtSGB'],['lang2' 'lang1' 'lang1' 'other'],neutral
1779,"['Mientras' 'me' 'escriben' 'poemas' 'de' 'amor' 'yo' 'visto' 'blusas'
 'románticas' '#romanticlook' 'velvet' 'blouse' '#allyouneedisecuador'
 'https://t.co/T21efjRMFn']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'other']",positive
1780,"['Camila' 'es' 'una' 'fucking' 'jeva' 'que' 'se' 'tumba' 'a' 'todos' 'mis'
 'panas' 'de' 'la' 'uni' 'y' 'la' 'condená' 'se' 'atreve' 'a' 'decir'
 'que' 'parece' 'de' '15' 'años' '.' 'Imma' 'smack' 'a' 'bitch']","['ne' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'other' 'lang1' 'lang1' 'lang1' 'lang1']",negative
1781,"['@sarah6sofia9' 'keep' 'going' 'I' 'love' 'et' '!' 'jajaja' 'graciass'
 'babe' ':)']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2'
 'lang1' 'other']",neutral
1782,"['@javiidiaz06' 'yo' 'me' 'levanté' 'a' 'las' '12' '😂' 'makes' 'sense'
 'que' 'este' 'active']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang1']",positive
1783,['Quiero' 'river' 'china'],['lang2' 'lang1' 'lang2'],neutral
1784,"['Todo' 'se' 'trata' 'de' 'una' 'buena' 'elección' '.' 'Mujeres' 'la'
 'noche' 'nos' 'espera' '!' '#salhuaclothing' 'http://t.co/GoFlhey81G']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other']",positive
1785,"['Bright' '!!' '☀️' 'Este' 'año' 'arriesgate' 'a' 'usar' 'nuevos'
 'colores' '!!' '#salhuaclothing' 'http://t.co/3aCYDSOprA']","['lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'other']",positive
1786,"['Casi' 'chocar' 'porque' 'pusieron' 'a' 'funcionar' 'unas' 'putas'
 'luces' 'innecesarias' '..' '.' 'COOL']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang1']",positive
1787,"['#Repost' '@elzol1067fm' 'with' 'repostapp' '・・・' '¡' 'Mañana' 'gana'
 'una' 'tarjeta' 'de' 'regalo' 'de' '$50' 'de' 'Wingstop' 'a' '…'
 'https://t.co/2SQ31JGeNO']","['lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'other'
 'other']",neutral
1788,"['Amamos' 'los' 'colores' 'brillantes' ',' 'nos' 'hacen' 'sentir' 'vivas'
 '!!' '!' 'Con' 'animo' 'comencemos' 'esta' 'semana' 'mujeres'
 '#salhuaclothing' 'http://t.co/q8yRxiyMXC']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'other']",positive
1789,"['Como' 'me' 'molesta' 'que' 'siempre' 'que' 'me' 'compro' 'unas' 'tenis'
 'en' 'journeys' 'me' 'traten' 'de' 'empujar' 'unas' 'medias']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']",neutral
1790,"['proud' 'of' 'my' 'twin' 'tower' '@sarah6sofia9' '..' 'jaja' 'ahora' 'me'
 'motivaste' 'demasiado' 'con' 'lo' 'de' 'college' '!']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']",positive
1791,"['@alyngabbana' 'Nena' ',' 'sí' '.' 'You' ""'re"" 'welcome' 'babygirl' '🌸']","['other' 'lang2' 'other' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']",neutral
1792,['Al' 'último' 'get' 'que' 'fui' 'fue' 'a' 'N7' '.'],['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'],neutral
1793,"['@pame_555' 'muy' 'cierto' 'verdad' '@AidaPhillips' 'gracias' 'x'
 'siempre' 'estar' 'al' 'cañón' 'con' 'todo' '.' '#werock']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1']",positive
1794,"['Estaría' 'en' 'la' 'playa' 'sentado' 'en' 'una' 'silla' 'viendo' 'como'
 'el' 'booty' 'de' 'mi' 'pareja' 'se' 'tanea' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",neutral
1795,"['#Repost' 'la_chinis83' 'with' 'repostapp' '.' '・・・' '@elzol1067fm'
 'todas' 'mis' 'mañanas' 'con' '@teamlagatita' '@peterpamdj' '…'
 'https://t.co/cwWK7fmKtO']","['lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'other' 'other']",positive
1796,"['Super' 'trabajo' 'Amiga' '!' 'U' 'rock' '👍😉' '@claudiafashions'
 '@maripilyrivera' '@louboutinworld' '@neimanmarcus' '@francopianegon1']","['lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'other' 'other' 'other'
 'other' 'other' 'other']",positive
1797,"['“' '@ssalga1' ':' '@AngieEstilo' 'i' 'miss' 'my' 'favorite' 'stylist'
 '!' '”' 'miss' 'u' 'to' 'Chica']","['other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang2']",positive
1798,['Si' 'las' 'paredes' 'pudieran' 'hablar' '..' '..' 'OMG'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1'],negative
1799,['Acabe' 'Daredevil' 'https://t.co/BeBtnVmmUM'],['lang2' 'lang1' 'other'],neutral
1800,"['Carteritas' 'que' 'enamoran' '👛' '*' 'NEW' 'ITEMS' 'cuál' 'es' 'tu'
 'favorita' '?' '#carteras' '#allyouneedisecuador'
 'https://t.co/czacIpg2Qb']","['lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'other']",positive
1801,['@PattyB_14' 'em' '..' 'JAJAJA' 'ok' 'te' 'las' 'mando' 'orita'],['other' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'],negative
1802,"['YOU' ""'RE"" 'BEAUTIFUL' 'LIKE' 'DIAMONDS' 'IN' 'THE' 'SKYYYY' '.'
 'Buenos' 'días' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang2' 'lang2' 'other']",positive
1803,"['Buenas' 'noches' 'Zombers' '^^' '❤' '️' 'esto' 'está' 'siendo' 'genial'
 '!' ':)' 'http://t.co/y5YdwgUkYV']","['lang2' 'lang2' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'other']",neutral
